html_file,table_num,属性名,説明,属性の型
KsjTmplt-A30b.html,1,総観場_3(A30b_024),当該竜巻等の突風の総観場,列挙型
KsjTmplt-A30b.html,1,総観規模じょう乱からの位置(A30b_025),当該竜巻等の突風の総観規模じょう乱からの位置,整数型
KsjTmplt-A30b.html,1,特徴(A30b_026),当該竜巻等の突風の特徴,文字型
KsjTmplt-A31.html,1,範囲,浸水想定区域の範囲,面型（GM_ Surface）
KsjTmplt-A31.html,1,浸水深(A31_001),当該浸水想定区域図に示されている浸水深から得られた浸水深のランクコード,コードリスト型（浸水深ランクコード）
KsjTmplt-A31.html,1,作成種別(A31_002),当該浸水想定区域図を作成した自治体が属する都道府県と、対象となる河川の水系を主管する地方整備局等のコード番号,コードリスト型（作成種別コード）
KsjTmplt-A31.html,1,作成主体(A31_003),当該浸水想定区域図を作成した機関名,文字列型（CharacterString）
KsjTmplt-A31.html,1,指定年月日(A31_004),当該浸水想定区域を指定した年月日,文字列型（CharacterString）
KsjTmplt-A31.html,1,告示番号(A31_005),当該浸水想定区域を告示した際の告示番号,文字列型（CharacterString）
KsjTmplt-A31.html,1,対象となる河川,当該浸水想定区域の指定の対象となる河川の名称と実施区間,文字列型（CharacterString）
KsjTmplt-A31.html,1,指定の前提となる計画降雨,当該浸水想定区域の指定の前提となる計画降雨,文字列型（CharacterString）
KsjTmplt-A31.html,1,関係市町村,当該浸水想定区域に関係する市区町村名,文字列型（CharacterString）
KsjTmplt-A31.html,1,備考,浸水想定区域図の説明、浸水想定区域図を作成した際のシミュレーションの条件及び浸水想定区域図を利用する上での注意事項,文字列型（CharacterString）
KsjTmplt-A32-v2_0.html,1,地点,中学校の位置,点型（GM_Point）
KsjTmplt-A32-v2_0.html,1,"市区町村コード
	（A32_001）",中学校が属する行政コード,コードリスト「行政コード」
KsjTmplt-A32-v2_0.html,1,"設置主体
	（A32_002）",中学校の設置主体,文字列型(CharacterString)
KsjTmplt-A32-v2_0.html,1,"名称
	（A32_003）",中学校の名称,文字列型(CharacterString)
KsjTmplt-A32-v2_0.html,1,"所在地
　　　　（A32_004）",中学校の設置所在地,文字列型(CharacterString)
KsjTmplt-A32-v2_0.html,1,"通学区域ファイル名
	（A32_005）",中学校の通学区域(csv)ファイルの名称,文字列型(CharacterString)
KsjTmplt-A32-v2_0.html,2,範囲,通学区域の範囲,面型（GM_Surface）
KsjTmplt-A32-v2_0.html,2,"市区町村コード
              （A32_006）",中学校が属する行政コード,コードリスト「行政コード」
KsjTmplt-A32-v2_0.html,2,"設置主体
              （A32_007）",中学校の設置主体,文字列型(CharacterString)
KsjTmplt-A32-v2_0.html,2,"名称
　　　　　　　（A32_008）",中学校の名称,文字列型(CharacterString)
KsjTmplt-A32-v2_0.html,2,"所在地
　　　　　　　（A32_009）",中学校の設置所在地,文字列型(CharacterString)
KsjTmplt-A32-v2_0.html,2,"通学区域ファイル名
	      （A32_010）",中学校の通学区域(csv)ファイルの名称,文字列型(CharacterString)
KsjTmplt-A33-v1_3.html,1,土砂災害警戒区域（面）,土砂災害警戒区域の範囲,面型（GM_Surface）
KsjTmplt-A33-v1_3.html,1,土砂災害警戒区域（線）,土砂災害警戒区域の形状,線型（GM_Curve）
KsjTmplt-A33-v1_3.html,2,現象の種類(A33_001),土砂災害警戒区域の現象の種類,コードリスト「現象種別コード」
KsjTmplt-A33-v1_3.html,2,区域区分(A33_002),土砂災害警戒区域の指定の種類,コードリスト「区域コード」
KsjTmplt-A33-v1_3.html,2,都道府県コード(A33_003),土砂災害警戒区域を指定した都道府県,コードリスト「都道府県コード」
KsjTmplt-A33-v1_3.html,2,区域番号(A33_004),土砂災害警戒区域の区域番号,文字列型(CharacterString)
KsjTmplt-A33-v1_3.html,2,区域名(A33_005),土砂災害警戒区域の区域の名称,文字列型(CharacterString)
KsjTmplt-A33-v1_3.html,2,所在地(A33_006),土砂災害警戒区域の位置する地名,文字列型(CharacterString)
KsjTmplt-A33-v1_3.html,2,告示日(A33_007),土砂災害警戒区域を公示した年月日,日付型(TM_Period)
KsjTmplt-A33-v1_3.html,2,特別警戒未指定フラグ(A33_008),土砂災害警戒区域（イエローゾーン）のみ公示を行っているが、土砂災害特別警戒区域（レッドゾーン）の調査・公示を行っていない区域を示すフラグ,コードリスト「特別警戒区域未指定コード」
KsjTmplt-A34-v1_2.html,1,構成資産範囲ポリゴン,世界遺産の構成資産の範囲の広がり,曲面型(GM_Surface)
KsjTmplt-A34-v1_2.html,1,構成資産範囲ポリゴン（代表点）,上記の代表点（おおむね中心位置）,点型(GM_Point)
KsjTmplt-A34-v1_2.html,1,構成資産範囲ライン,世界遺産の構成資産の領域が線形なもの,線型(GM_Curve)
KsjTmplt-A34-v1_2.html,1,構成資産範囲ライン（代表点）,上記の代表点（おおむね中心位置）,点型(GM_Point)
KsjTmplt-A34-v1_2.html,2,構成資産範囲ID(A34※_001)※シェープファイルのみ,構成資産範囲ごとの整理番号,整数型(Integer)
KsjTmplt-A34-v1_2.html,2,世界遺産番号(A34※_002),世界文化遺産への登録順の番号,整数型(Integer)
KsjTmplt-A34-v1_2.html,2,世界文化遺産名(A34※_003),世界文化遺産の名称,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,2,地区名(A34※_004),世界文化遺産内で区分されている地区名,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,2,都道府県名(A34※_005),世界文化遺産が所在する都道府県の名称,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,2,構成資産範囲面積(A34※_006),構成資産範囲の面積（単位：ha、小数点以下1桁（第二位で四捨五入））,実数型(Real)
KsjTmplt-A34-v1_2.html,2,構成資産(A34※_007),構成資産の名称,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,2,登録基準区分(A34※_008),登録基準に関する区分番号,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,2,記載年月(A34※_009),世界文化遺産文化財に登録された記載年月,整数型(Integer)
KsjTmplt-A34-v1_2.html,3,構成資産,世界遺産の構成資産の所在位置,点型(GM_Point)
KsjTmplt-A34-v1_2.html,4,構成資産ID(A34e_001)※シェープファイルのみ,構成資産ごとの整理番号,整数型(Integer)
KsjTmplt-A34-v1_2.html,4,世界遺産番号(A34e_002),世界文化遺産への登録順の番号,整数型(Integer)
KsjTmplt-A34-v1_2.html,4,世界文化遺産名(A34e_003),世界文化遺産の名称,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,4,構成資産名(A34e_004),構成資産の名称,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,5,緩衝地帯ポリゴン,世界遺産の緩衝地帯の広がり,曲面型(GM_Surface)
KsjTmplt-A34-v1_2.html,5,緩衝地帯ポリゴン（代表点）,上記の代表点（おおむね中心位置）,点型(GM_Point)
KsjTmplt-A34-v1_2.html,6,緩衝地帯ID(A34*_001)※シェープファイルのみ,緩衝地帯ごとの整理番号,整数型(Integer)
KsjTmplt-A34-v1_2.html,6,世界遺産番号(A34*_002),世界文化遺産への登録順の番号,整数型(Integer)
KsjTmplt-A34-v1_2.html,6,世界文化遺産名(A34*_003),世界文化遺産の名称,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,6,地区名(A34*_004),世界文化遺産内で区分されている地区名,文字列型(CharacterString)
KsjTmplt-A34-v1_2.html,6,緩衝地帯面積(A34*_005),緩衝地帯の面積（単位：ha、小数点以下1桁（第二位で四捨五入））,実数型(Real)
KsjTmplt-A35a.html,1,景観計画区域（面）,景観行政団体が策定する景観計画で定めた区域の範囲の広がり,曲面型（GM_Surface）
KsjTmplt-A35a.html,1,景観計画区域（点）,景観計画区域に指定される区域の代表点（おおむね中心位置）,点型（GM_Point）
KsjTmplt-A35a.html,2,景観計画区域ID（A35※_001）,景観計画区域ごとの整理番号※シェープファイルのみ,実数型（Real）
KsjTmplt-A35a.html,2,都道府県コード（A35※_002）,"都道府県を特定するためのコード。JSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「都道府県コード」
KsjTmplt-A35a.html,2,団体名（A35※_003）,景観計画区域を指定する地方公共団体名,文字列型（CharacterString）
KsjTmplt-A35a.html,2,行政コード（A35※_004）,"都道府県コードと市区町村コードからなる、行政区を特定するためのコード。JSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「行政コード」
KsjTmplt-A35a.html,2,策定年月日（A35※_005）,景観計画区域の策定年月日（YYYYMMDD）,整数型（Integer）
KsjTmplt-A35a.html,2,面積（A35※_006）,景観計画区域の面積（ha）。,実数型（Real）
KsjTmplt-A35a.html,2,景観計画未策定フラグ（A35※_007）,"景観計画団体であるが、景観計画を策定していないことを示すフラグ
0：景観計画策定済み
1：景観計画未策定",整数型（Integer）
KsjTmplt-A35a.html,3,景観重点地区,景観行政団体が定めた景観計画区域の内、特徴的に景観を有しており、特に良好な景観の形成を図るべき区域として、条例等で指定した範囲,曲面型（GM_Surface）
KsjTmplt-A35a.html,4,景観計画区域ID（A35c_001）,景観重点地区ごとの整理番号※シェープファイルのみ,実数型（Real）
KsjTmplt-A35a.html,4,都道府県コード（A35c_002）,"都道府県を特定するためのコード。JSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「都道府県コード」
KsjTmplt-A35a.html,4,団体名（A35c_003）,景観行政団体名（都道府県、市区町村）,文字列型（CharacterString）
KsjTmplt-A35a.html,4,行政コード（A35c_004）,"都道府県コードと市区町村コードからなる、行政区を特定するためのコード。JSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「行政コード」
KsjTmplt-A35a.html,4,地区名称（A35c_005）,景観重点地区の名称,文字列型（CharacterString）
KsjTmplt-A35b.html,1,"景観地区・準景観地区（面）
（A35d-14_XX）
XX:都道府県コード",景観地区・準景観地区の範囲の広がり,曲面型（GM_Surface）
KsjTmplt-A35b.html,1,"景観地区・準景観地区（点）
（A35e-14_XX）
XX:都道府県コード","景観地区・準景観地区に指定された区域の代表点
（おおむね中心位置）",点型（GM_Point）
KsjTmplt-A35b.html,2,景観地区ID（A35※_001）,景観地区ごとの整理番号※シェープファイルのみ,実数型（Real）
KsjTmplt-A35b.html,2,都道府県コード（A35※_002）,"都道府県を特定するためのコード。JSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「都道府県コード」
KsjTmplt-A35b.html,2,団体名（A35※_003）,景観地区・準景観地区を指定する地方公共団体名,文字列型（CharacterString）
KsjTmplt-A35b.html,2,行政コード（A35※_004）,"都道府県コードと市区町村コードからなる、行政区を特定するためのコード。JSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「行政コード」
KsjTmplt-A35b.html,2,名称（A35※_005）,景観地区・準景観地区の名称,文字列型（CharacterString）
KsjTmplt-A35b.html,2,位置（A35※_006）,景観地区・準景観地区の所在地住所,文字列型（CharacterString）
KsjTmplt-A35b.html,2,面積（A35※_007）,景観地区・準景観地区の面積（ha）,実数型（Real）
KsjTmplt-A35b.html,2,決定年月日（A35※_008）,景観地区・準景観地区の策定年月日,整数型（Integer）
KsjTmplt-A35b.html,2,種別コード（A35※_009）,"景観地区・準景観地区の種別
1：景観地区、2：準景観地区",コードリスト「種別コード」
KsjTmplt-A35b.html,3,"景観地区・準景観地区ゾーン
（A35f-14_XX）
XX:都道府県コード",景観地区・準景観地区内における、その特性ごとに分類され設定された地区（ゾーン）の範囲の広がり,曲面型（GM_Surface）
